1;140;140;00:51.020;00:25:14.073;---;29;30;1
2;137;156;00:51.200;00:25:14.410;00:00.337;29;27;2
3;149;162;00:51.676;00:25:29.473;00:15.063;29;25;7
4;159;125;00:51.553;00:25:29.644;00:00.171;29;23;6
5;124;155;00:51.390;00:25:30.433;00:00.789;29;21;5
6;154;27;00:51.273;00:25:30.623;00:00.190;29;20;3
7;158;134;00:51.330;00:25:30.733;00:00.110;29;19;4
8;130;149;00:51.660;00:25:32.616;00:01.883;29;18;8
9;109;113;00:51.686;00:25:33.104;00:00.488;29;17;9
10;128;147;00:51.793;00:25:36.843;00:03.739;29;16;10
11;166;36;00:51.990;00:25:37.113;00:00.270;29;15;11
12;115;152;00:51.656;00:25:38.874;00:01.761;29;14;12
13;147;154;00:51.686;00:25:43.220;00:04.346;29;13;13
14;156;14;00:51.883;00:25:45.039;00:01.819;29;12;14
15;151;89;00:51.923;00:25:49.578;00:04.539;29;11;15
16;102;163;00:52.090;00:25:51.077;00:01.499;29;10;16
17;116;161;00:52.140;00:25:52.508;00:01.431;29;9;17
18;139;45;00:51.823;00:25:52.737;00:00.229;29;8;18
19;105;160;00:52.336;00:25:17.940;-1 volta;28;7;19
20;104;136;00:52.116;00:25:18.241;00:00.301;28;6;20
21;121;137;00:52.773;00:25:19.859;00:01.618;28;5;21
22;136;167;00:52.353;00:25:25.954;00:06.095;28;4;22
23;131;153;00:52.916;00:25:28.971;00:03.017;28;3;23
24;126;158;00:52.376;00:25:29.060;00:00.089;28;2;24
25;129;17;00:52.636;00:25:49.031;00:19.971;28;1;25
26;106;148;00:52.640;00:19:25.557;-7 voltas;21;0;26
27;103;124;00:53.083;00:16:35.910;-3 voltas;18;0;27
28;132;165;00:52.693;00:16:37.231;00:01.321;18;0;28
