1;164;8;00:50.926;00:25:11.935;---;29;30;1
2;123;43;00:51.336;00:25:12.094;00:00.159;29;27;5
3;162;130;00:51.306;00:25:17.250;00:05.156;29;25;4
4;107;127;00:51.360;00:25:17.402;00:00.152;29;23;6
5;110;3;00:51.380;00:25:18.854;00:01.452;29;21;8
6;143;34;00:51.463;00:25:19.849;00:00.995;29;20;13
7;163;9;00:51.370;00:25:19.919;00:00.070;29;19;7
8;161;95;00:51.243;00:25:20.090;00:00.171;29;18;2
9;109;5;00:51.416;00:25:20.491;00:00.401;29;17;10
10;148;171;00:51.593;00:25:26.039;00:05.548;29;16;17
11;141;144;00:51.413;00:25:26.594;00:00.555;29;15;9
12;144;85;00:51.496;00:25:26.776;00:00.182;29;14;14
13;118;29;00:51.423;00:25:26.613;00:00.163;29;13;11
14;133;169;00:51.666;00:25:28.785;00:02.172;29;12;21
15;125;145;00:51.276;00:25:31.544;00:02.759;29;11;3
16;160;101;00:51.773;00:25:33.332;00:01.788;29;10;22
17;120;12;00:52.016;00:25:34.717;00:01.385;29;9;25
18;129;61;00:52.003;00:25:37.006;00:02.289;29;8;24
19;150;73;00:51.653;00:25:37.109;00:00.103;29;7;20
20;132;11;00:52.070;00:25:43.348;00:06.239;29;6;26
21;167;86;00:51.610;00:25:46.479;00:03.131;29;5;18
22;138;139;00:51.513;00:25:28.892;-1 volta;28;4;15
23;130;116;00:51.546;00:25:46.899;00:18.007;28;3;16
24;152;98;00:51.643;00:20:59.524;-4 voltas;24;2;19
25;155;18;00:51.816;00:14:58.811;-7 voltas;17;1;23
26;169;102;00:51.430;00:15:00.396;00:01.585;17;0;12
27;154;2;00:52.236;00:11:50.831;-5 voltas;12;0;27
