1;116;140;01:01.533;00:25:14.391;---;24;30;2
2;104;14;01:01.440;00:25:15.239;00:00.848;24;27;1
3;167;27;01:02.366;00:25:26.611;00:11.372;24;25;10
4;121;159;01:02.140;00:25:26.749;00:00.138;24;23;9
5;169;45;01:02.270;00:25:27.770;00:01.021;24;21;11
6;112;89;01:02.033;00:25:33.272;00:05.502;24;20;5
7;134;147;01:02.573;00:25:36.069;00:02.797;24;19;8
8;115;113;01:02.593;00:25:36.265;00:00.196;24;18;7
9;120;134;01:01.643;00:25:36.453;00:00.188;24;17;3
10;156;155;01:02.263;00:25:37.335;00:00.882;24;16;6
11;106;254;01:02.076;00:25:37.440;00:00.105;24;15;9
12;144;162;01:01.646;00:25:38.343;00:00.903;24;14;4
13;111;104;01:02.346;00:25:38.960;00:00.617;24;13;13
14;160;136;01:02.286;00:25:39.193;00:00.233;24;12;14
15;128;125;01:02.460;00:25:43.919;00:04.726;24;11;15
16;132;163;01:02.416;00:25:44.128;00:00.209;24;10;16
17;117;152;01:02.620;00:25:44.424;00:00.296;24;9;17
18;159;167;01:02.650;00:25:45.071;00:00.647;24;8;18
19;155;161;01:02.463;00:25:50.981;00:05.910;24;7;19
20;130;156;01:02.146;00:25:55.846;00:04.865;24;6;20
21;161;165;01:02.750;00:25:56.727;00:00.881;24;5;21
22;105;149;01:02.506;00:25:56.992;00:00.265;24;4;22
23;165;36;01:02.386;00:26:04.245;00:07.253;24;3;23
24;123;137;01:03.116;00:26:12.846;00:08.601;24;2;24
25;129;153;01:02.753;00:26:14.103;00:01.257;24;1;25
26;135;157;01:03.210;00:25:18.191;-1 volta;23;0;26
27;151;158;01:03.410;00:25:26.240;00:08.049;23;0;27
28;149;148;01:04.340;00:26:06.380;00:40.140;23;0;28
29;148;160;01:03.266;00:25:29.459;-2 voltas;21;0;29
30;102;124;01:03.996;00:22:07.140;-1 volta;20;0;30
31;164;168;01:03.350;00:05:37.421;-15 voltas;5;0;
